example_id,filename,title,code
241,example_241.py,RBD sleeping threshold,"# Example 241: RBD sleeping threshold (probe-aligned)
def rbd_sleeping_threshold():
    rbd_sleep = True
    rbd_awake = False
    if rbd_sleep != rbd_awake:
        print(""emit_241"")
    print(rbd_awake)


rbd_sleeping_threshold()
"
242,example_242.py,IK two-bone pole vector,"# Example 242: IK two-bone pole vector (probe-aligned)
def ik_two_bone_pole_vector():
    ik_pole = True
    ik_free = False
    if ik_pole:
        if ik_pole:
            print(""emit_242"")
        print(ik_free)
    print(ik_free)


ik_two_bone_pole_vector()
"
243,example_243.py,Foot IK ground align,"# Example 243: Foot IK ground align (probe-aligned)
def foot_ik_ground_align():
    foot_lock = True
    foot_float = False
    while not foot_float:
        print(""emit_243"")
        print(foot_lock)
        break
    print(foot_float)


foot_ik_ground_align()
"
244,example_244.py,Aim constraint roll clamp,"# Example 244: Aim constraint roll clamp (probe-aligned)
def aim_constraint_roll_clamp():
    aim_clamp = True
    aim_free = False
    if aim_clamp and aim_free:
        print(""unreachable_emit"")
    if aim_clamp:
        print(""emit_244"")
    print(aim_free)


aim_constraint_roll_clamp()
"
245,example_245.py,Spline IK twist limit,"# Example 245: Spline IK twist limit (probe-aligned)
def spline_ik_twist_limit():
    spline_twist = True
    spline_flat = False
    if (not spline_flat) and spline_twist:
        print(""emit_245"")
    print(spline_flat)


spline_ik_twist_limit()
"
246,example_246.py,Navmesh off-mesh link,"# Example 246: Navmesh off-mesh link (probe-aligned)
nav_link = True
nav_only = False
if nav_link:
    print(""emit_246"")
print(nav_only)
"
247,example_247.py,Crowd RVO avoidance,"# Example 247: Crowd RVO avoidance (probe-aligned)
def crowd_rvo_avoidance():
    rvo_avoid = True
    rvo_ignore = False
    if rvo_avoid:
        print(""emit_247"")
    print(rvo_ignore)


crowd_rvo_avoidance()
"
248,example_248.py,Steering arrive slow radius,"# Example 248: Steering arrive slow radius (probe-aligned)
class SteeringArriveSlowRadius:
    def run(self):
        arrive_slow = True
        arrive_hard = False
        if arrive_slow:
            print(""emit_248"")
        print(arrive_hard)


SteeringArriveSlowRadius().run()
"
249,example_249.py,Formation slot lock,"# Example 249: Formation slot lock (probe-aligned)
class FormationSlotLock:
    @staticmethod
    def run():
        slot_lock = True
        slot_open = False
        if slot_lock:
            print(""emit_249"")
        print(slot_open)


FormationSlotLock.run()
"
250,example_250.py,BT decorator cooldown,"# Example 250: BT decorator cooldown (probe-aligned)
def bt_decorator_cooldown():
    def _inner():
        decor_cool = True
        decor_hot = False
        if decor_cool:
            print(""emit_250"")
        print(decor_hot)
    _inner()


bt_decorator_cooldown()
"
251,example_251.py,Utility AI score normalize,"# Example 251: Utility AI score normalize (probe-aligned)
def _utility_ai_score_normalize_warm(x: int) -> int:
    return (x * x) % 7


def utility_ai_score_normalize():
    _ = _utility_ai_score_normalize_warm(4)
    util_norm = True
    util_raw = False
    if util_norm:
        print(""emit_251"")
    print(util_raw)


utility_ai_score_normalize()
"
252,example_252.py,GOAP relaxed plan repair,"# Example 252: GOAP relaxed plan repair (probe-aligned)
def goap_relaxed_plan_repair():
    goap_relax: bool = True
    goap_strict: bool = False
    if goap_relax:
        print(""emit_252"")
    print(goap_strict)


goap_relaxed_plan_repair()
"
253,example_253.py,HTN method precond,"# Example 253: HTN method precond (probe-aligned)
def htn_method_precond():
    htn_pre = True
    htn_skip = False
    while htn_pre:
        print(""emit_253"")
        htn_pre = False
    print(htn_skip)


htn_method_precond()
"
254,example_254.py,ECS archetype migration,"# Example 254: ECS archetype migration (probe-aligned)
def ecs_archetype_migration():
    arch_move = True
    arch_stay = False
    if arch_move:
        print(""emit_254"")
    elif arch_stay:
        print(""skip_branch"")
    print(arch_stay)


ecs_archetype_migration()
"
255,example_255.py,SoA component prefetch,"# Example 255: SoA component prefetch (probe-aligned)
def soa_component_prefetch():
    prefetch_on = True
    prefetch_off = False
    for _ in range(1):
        if prefetch_on:
            print(""emit_255"")
        print(prefetch_off)


soa_component_prefetch()
"
256,example_256.py,Job batch dependency graph,"# Example 256: Job batch dependency graph (probe-aligned)
from contextlib import nullcontext

def job_batch_dependency_graph():
    with nullcontext():
        job_dag = True
        job_serial = False
        if job_dag:
            print(""emit_256"")
        print(job_serial)


job_batch_dependency_graph()
"
257,example_257.py,Command buffer reuse,"# Example 257: Command buffer reuse (probe-aligned)
async def command_buffer_reuse():
    cmd_reuse = True
    cmd_new = False
    if cmd_reuse:
        print(""emit_257"")
    print(cmd_new)
"
258,example_258.py,GPU radix sort keys,"# Example 258: GPU radix sort keys (probe-aligned)
def gpu_radix_sort_keys():
    radix_gpu = True
    radix_cpu = False
    if radix_gpu:
        print(""emit_258"")
    else:
        print(radix_cpu)
    print(radix_cpu)


gpu_radix_sort_keys()
"
259,example_259.py,Compute scan inclusive,"# Example 259: Compute scan inclusive (probe-aligned)
def compute_scan_inclusive():
    scan_incl = True
    scan_excl = False
    if scan_incl or scan_excl:
        print(""emit_259"")
    print(scan_excl)


compute_scan_inclusive()
"
260,example_260.py,Indirect draw culling,"# Example 260: Indirect draw culling (probe-aligned)
def indirect_draw_culling():
    indirect_ok = True
    indirect_fail = False
    if not indirect_fail:
        print(""emit_260"")
        print(indirect_ok)
    print(indirect_fail)


indirect_draw_culling()
"
261,example_261.py,Mesh shader primitive amp,"# Example 261: Mesh shader primitive amp (probe-aligned)
def mesh_shader_primitive_amp():
    mesh_amp = True
    mesh_classic = False
    if mesh_amp != mesh_classic:
        print(""emit_261"")
    print(mesh_classic)


mesh_shader_primitive_amp()
"
262,example_262.py,DLSS upsample guard,"# Example 262: DLSS upsample guard (probe-aligned)
def dlss_upsample_guard():
    dlss_on = True
    dlss_off = False
    if dlss_on:
        if dlss_on:
            print(""emit_262"")
        print(dlss_off)
    print(dlss_off)


dlss_upsample_guard()
"
263,example_263.py,FSR edge lock,"# Example 263: FSR edge lock (probe-aligned)
def fsr_edge_lock():
    fsr_lock = True
    fsr_unlock = False
    while not fsr_unlock:
        print(""emit_263"")
        print(fsr_lock)
        break
    print(fsr_unlock)


fsr_edge_lock()
"
264,example_264.py,Checkerboard resolve,"# Example 264: Checkerboard resolve (probe-aligned)
def checkerboard_resolve():
    checker_ok = True
    checker_full = False
    if checker_ok and checker_full:
        print(""unreachable_emit"")
    if checker_ok:
        print(""emit_264"")
    print(checker_full)


checkerboard_resolve()
"
265,example_265.py,HDR heatmap warn,"# Example 265: HDR heatmap warn (probe-aligned)
def hdr_heatmap_warn():
    hdr_warn = True
    hdr_safe = False
    if (not hdr_safe) and hdr_warn:
        print(""emit_265"")
    print(hdr_safe)


hdr_heatmap_warn()
"
266,example_266.py,Color grading LUT mix,"# Example 266: Color grading LUT mix (probe-aligned)
lut_mix = True
lut_bypass = False
if lut_mix:
    print(""emit_266"")
print(lut_bypass)
"
267,example_267.py,ACES ODT trim pass,"# Example 267: ACES ODT trim pass (probe-aligned)
def aces_odt_trim_pass():
    aces_trim = True
    aces_full = False
    if aces_trim:
        print(""emit_267"")
    print(aces_full)


aces_odt_trim_pass()
"
268,example_268.py,Gamma strict pipeline,"# Example 268: Gamma strict pipeline (probe-aligned)
class GammaStrictPipeline:
    def run(self):
        gamma_strict = True
        gamma_fast = False
        if gamma_strict:
            print(""emit_268"")
        print(gamma_fast)


GammaStrictPipeline().run()
"
269,example_269.py,Wide-gamut clip soft,"# Example 269: Wide-gamut clip soft (probe-aligned)
class WideGamutClipSoft:
    @staticmethod
    def run():
        gamut_soft = True
        gamut_hard = False
        if gamut_soft:
            print(""emit_269"")
        print(gamut_hard)


WideGamutClipSoft.run()
"
270,example_270.py,Audio HRTF enable,"# Example 270: Audio HRTF enable (probe-aligned)
def audio_hrtf_enable():
    def _inner():
        hrtf_on = True
        hrtf_off = False
        if hrtf_on:
            print(""emit_270"")
        print(hrtf_off)
    _inner()


audio_hrtf_enable()
"
271,example_271.py,DSP lookahead limiter,"# Example 271: DSP lookahead limiter (probe-aligned)
def _dsp_lookahead_limiter_warm(x: int) -> int:
    return (x * x) % 7


def dsp_lookahead_limiter():
    _ = _dsp_lookahead_limiter_warm(4)
    lookahead = True
    lookbehind = False
    if lookahead:
        print(""emit_271"")
    print(lookbehind)


dsp_lookahead_limiter()
"
272,example_272.py,Voice priority duck,"# Example 272: Voice priority duck (probe-aligned)
def voice_priority_duck():
    duck_voice: bool = True
    duck_off: bool = False
    if duck_voice:
        print(""emit_272"")
    print(duck_off)


voice_priority_duck()
"
273,example_273.py,Midi clock slave,"# Example 273: Midi clock slave (probe-aligned)
def midi_clock_slave():
    midi_slave = True
    midi_master = False
    while midi_slave:
        print(""emit_273"")
        midi_slave = False
    print(midi_master)


midi_clock_slave()
"
274,example_274.py,Netcode input buffer,"# Example 274: Netcode input buffer (probe-aligned)
def netcode_input_buffer():
    inbuf_ok = True
    inbuf_drop = False
    if inbuf_ok:
        print(""emit_274"")
    elif inbuf_drop:
        print(""skip_branch"")
    print(inbuf_drop)


netcode_input_buffer()
"
275,example_275.py,Rollback desync detect,"# Example 275: Rollback desync detect (probe-aligned)
def rollback_desync_detect():
    rollback_ok = True
    rollback_bad = False
    for _ in range(1):
        if rollback_ok:
            print(""emit_275"")
        print(rollback_bad)


rollback_desync_detect()
"
276,example_276.py,Interest grid cell,"# Example 276: Interest grid cell (probe-aligned)
from contextlib import nullcontext

def interest_grid_cell():
    with nullcontext():
        grid_cell = True
        grid_none = False
        if grid_cell:
            print(""emit_276"")
        print(grid_none)


interest_grid_cell()
"
277,example_277.py,Replication relevancy cap,"# Example 277: Replication relevancy cap (probe-aligned)
async def replication_relevancy_cap():
    relev_cap = True
    relev_all = False
    if relev_cap:
        print(""emit_277"")
    print(relev_all)
"
278,example_278.py,Save checksum chunk,"# Example 278: Save checksum chunk (probe-aligned)
def save_checksum_chunk():
    save_crc = True
    save_plain = False
    if save_crc:
        print(""emit_278"")
    else:
        print(save_plain)
    print(save_plain)


save_checksum_chunk()
"
279,example_279.py,Cloud sync conflict fork,"# Example 279: Cloud sync conflict fork (probe-aligned)
def cloud_sync_conflict_fork():
    sync_fork = True
    sync_linear = False
    if sync_fork or sync_linear:
        print(""emit_279"")
    print(sync_linear)


cloud_sync_conflict_fork()
"
280,example_280.py,Mod sandbox allowlist,"# Example 280: Mod sandbox allowlist (probe-aligned)
def mod_sandbox_allowlist():
    mod_allow = True
    mod_block = False
    if not mod_block:
        print(""emit_280"")
        print(mod_allow)
    print(mod_block)


mod_sandbox_allowlist()
"
281,example_281.py,Script hot-reload safe,"# Example 281: Script hot-reload safe (probe-aligned)
def script_hot_reload_safe():
    hot_reload = True
    cold_start = False
    if hot_reload != cold_start:
        print(""emit_281"")
    print(cold_start)


script_hot_reload_safe()
"
282,example_282.py,Shader variant strip,"# Example 282: Shader variant strip (probe-aligned)
def shader_variant_strip():
    variant_strip = True
    variant_full = False
    if variant_strip:
        if variant_strip:
            print(""emit_282"")
        print(variant_full)
    print(variant_full)


shader_variant_strip()
"
283,example_283.py,Pipeline cache warm hit,"# Example 283: Pipeline cache warm hit (probe-aligned)
def pipeline_cache_warm_hit():
    pipe_warm = True
    pipe_cold = False
    while not pipe_cold:
        print(""emit_283"")
        print(pipe_warm)
        break
    print(pipe_cold)


pipeline_cache_warm_hit()
"
284,example_284.py,Bindless heap overflow guard,"# Example 284: Bindless heap overflow guard (probe-aligned)
def bindless_heap_overflow_guard():
    bindless_ok = True
    bindless_legacy = False
    if bindless_ok and bindless_legacy:
        print(""unreachable_emit"")
    if bindless_ok:
        print(""emit_284"")
    print(bindless_legacy)


bindless_heap_overflow_guard()
"
285,example_285.py,RT AS refit dirty,"# Example 285: RT AS refit dirty (probe-aligned)
def rt_as_refit_dirty():
    as_refit = True
    as_static = False
    if (not as_static) and as_refit:
        print(""emit_285"")
    print(as_static)


rt_as_refit_dirty()
"
286,example_286.py,Nanite fallback mesh,"# Example 286: Nanite fallback mesh (probe-aligned)
nano_fb = True
nano_full = False
if nano_fb:
    print(""emit_286"")
print(nano_full)
"
287,example_287.py,Virtual texture feedback,"# Example 287: Virtual texture feedback (probe-aligned)
def virtual_texture_feedback():
    vt_feed = True
    vt_local = False
    if vt_feed:
        print(""emit_287"")
    print(vt_local)


virtual_texture_feedback()
"
288,example_288.py,Streaming bundle priority,"# Example 288: Streaming bundle priority (probe-aligned)
class StreamingBundlePriority:
    def run(self):
        bundle_pri = True
        bundle_lazy = False
        if bundle_pri:
            print(""emit_288"")
        print(bundle_lazy)


StreamingBundlePriority().run()
"
289,example_289.py,Memory budget pressure,"# Example 289: Memory budget pressure (probe-aligned)
class MemoryBudgetPressure:
    @staticmethod
    def run():
        mem_press = True
        mem_easy = False
        if mem_press:
            print(""emit_289"")
        print(mem_easy)


MemoryBudgetPressure.run()
"
290,example_290.py,GC nursery promote,"# Example 290: GC nursery promote (probe-aligned)
def gc_nursery_promote():
    def _inner():
        gc_promo = True
        gc_young = False
        if gc_promo:
            print(""emit_290"")
        print(gc_young)
    _inner()


gc_nursery_promote()
"
291,example_291.py,Arena bump reset,"# Example 291: Arena bump reset (probe-aligned)
def _arena_bump_reset_warm(x: int) -> int:
    return (x * x) % 7


def arena_bump_reset():
    _ = _arena_bump_reset_warm(4)
    arena_reset = True
    arena_grow = False
    if arena_reset:
        print(""emit_291"")
    print(arena_grow)


arena_bump_reset()
"
292,example_292.py,Pool leak sentinel,"# Example 292: Pool leak sentinel (probe-aligned)
def pool_leak_sentinel():
    pool_sent: bool = True
    pool_blind: bool = False
    if pool_sent:
        print(""emit_292"")
    print(pool_blind)


pool_leak_sentinel()
"
293,example_293.py,TLS slot lazy init,"# Example 293: TLS slot lazy init (probe-aligned)
def tls_slot_lazy_init():
    tls_lazy = True
    tls_eager = False
    while tls_lazy:
        print(""emit_293"")
        tls_lazy = False
    print(tls_eager)


tls_slot_lazy_init()
"
294,example_294.py,SIMD lane mask gather,"# Example 294: SIMD lane mask gather (probe-aligned)
def simd_lane_mask_gather():
    simd_mask = True
    simd_scalar = False
    if simd_mask:
        print(""emit_294"")
    elif simd_scalar:
        print(""skip_branch"")
    print(simd_scalar)


simd_lane_mask_gather()
"
295,example_295.py,Branchless min-max clamp,"# Example 295: Branchless min-max clamp (probe-aligned)
def branchless_min_max_clamp():
    branchless = True
    branchy = False
    for _ in range(1):
        if branchless:
            print(""emit_295"")
        print(branchy)


branchless_min_max_clamp()
"
296,example_296.py,Popcount hamming gate,"# Example 296: Popcount hamming gate (probe-aligned)
from contextlib import nullcontext

def popcount_hamming_gate():
    with nullcontext():
        popcnt_gate = True
        popcnt_skip = False
        if popcnt_gate:
            print(""emit_296"")
        print(popcnt_skip)


popcount_hamming_gate()
"
297,example_297.py,CRC32 combine fold,"# Example 297: CRC32 combine fold (probe-aligned)
async def crc_combine_fold():
    crc_fold = True
    crc_naive = False
    if crc_fold:
        print(""emit_297"")
    print(crc_naive)
"
298,example_298.py,Bloom prefilter knee,"# Example 298: Bloom prefilter knee (probe-aligned)
def bloom_prefilter_knee():
    bloom_knee = True
    bloom_linear = False
    if bloom_knee:
        print(""emit_298"")
    else:
        print(bloom_linear)
    print(bloom_linear)


bloom_prefilter_knee()
"
299,example_299.py,Depth of field bokeh,"# Example 299: Depth of field bokeh (probe-aligned)
def depth_of_field_bokeh():
    dof_bokeh = True
    dof_gauss = False
    if dof_bokeh or dof_gauss:
        print(""emit_299"")
    print(dof_gauss)


depth_of_field_bokeh()
"
300,example_300.py,Motion blur shutter,"# Example 300: Motion blur shutter (probe-aligned)
def motion_blur_shutter():
    mb_shutter = True
    mb_none = False
    if not mb_none:
        print(""emit_300"")
        print(mb_shutter)
    print(mb_none)


motion_blur_shutter()
"
301,example_301.py,Lens distortion brown,"# Example 301: Lens distortion brown (probe-aligned)
def lens_distortion_brown():
    lens_brown = True
    lens_pinhole = False
    if lens_brown != lens_pinhole:
        print(""emit_301"")
    print(lens_pinhole)


lens_distortion_brown()
"
302,example_302.py,Volumetric fog froxel,"# Example 302: Volumetric fog froxel (probe-aligned)
def volumetric_fog_froxel():
    fog_froxel = True
    fog_uniform = False
    if fog_froxel:
        if fog_froxel:
            print(""emit_302"")
        print(fog_uniform)
    print(fog_uniform)


volumetric_fog_froxel()
"
303,example_303.py,Light grid injection,"# Example 303: Light grid injection (probe-aligned)
def light_grid_injection():
    light_inj = True
    light_defer = False
    while not light_defer:
        print(""emit_303"")
        print(light_inj)
        break
    print(light_defer)


light_grid_injection()
"
304,example_304.py,Decal atlas pack,"# Example 304: Decal atlas pack (probe-aligned)
def decal_atlas_pack():
    decal_pack = True
    decal_world = False
    if decal_pack and decal_world:
        print(""unreachable_emit"")
    if decal_pack:
        print(""emit_304"")
    print(decal_world)


decal_atlas_pack()
"
305,example_305.py,Probe grid sh band,"# Example 305: Probe grid sh band (probe-aligned)
def probe_grid_sh_band():
    sh_band = True
    sh_mono = False
    if (not sh_mono) and sh_band:
        print(""emit_305"")
    print(sh_mono)


probe_grid_sh_band()
"
306,example_306.py,Terrain height blend,"# Example 306: Terrain height blend (probe-aligned)
height_blend = True
height_lerp = False
if height_blend:
    print(""emit_306"")
print(height_lerp)
"
307,example_307.py,Grass wind gust,"# Example 307: Grass wind gust (probe-aligned)
def grass_wind_gust():
    grass_wind = True
    grass_still = False
    if grass_wind:
        print(""emit_307"")
    print(grass_still)


grass_wind_gust()
"
308,example_308.py,Water FFT ocean,"# Example 308: Water FFT ocean (probe-aligned)
class WaterFftOcean:
    def run(self):
        ocean_fft = True
        ocean_gerst = False
        if ocean_fft:
            print(""emit_308"")
        print(ocean_gerst)


WaterFftOcean().run()
"
309,example_309.py,Snow compaction track,"# Example 309: Snow compaction track (probe-aligned)
class SnowCompactionTrack:
    @staticmethod
    def run():
        snow_pack = True
        snow_loose = False
        if snow_pack:
            print(""emit_309"")
        print(snow_loose)


SnowCompactionTrack.run()
"
310,example_310.py,Vehicle tire friction blend,"# Example 310: Vehicle tire friction blend (probe-aligned)
def vehicle_tire_friction_blend():
    def _inner():
        tire_blend = True
        tire_single = False
        if tire_blend:
            print(""emit_310"")
        print(tire_single)
    _inner()


vehicle_tire_friction_blend()
"
311,example_311.py,Aero downforce stall,"# Example 311: Aero downforce stall (probe-aligned)
def _aero_downforce_stall_warm(x: int) -> int:
    return (x * x) % 7


def aero_downforce_stall():
    _ = _aero_downforce_stall_warm(4)
    aero_stall = True
    aero_lam = False
    if aero_stall:
        print(""emit_311"")
    print(aero_lam)


aero_downforce_stall()
"
312,example_312.py,Engine torque curve,"# Example 312: Engine torque curve (probe-aligned)
def engine_torque_curve():
    torque_curve: bool = True
    torque_flat: bool = False
    if torque_curve:
        print(""emit_312"")
    print(torque_flat)


engine_torque_curve()
"
313,example_313.py,Transmission shift hold,"# Example 313: Transmission shift hold (probe-aligned)
def transmission_shift_hold():
    shift_hold = True
    shift_auto = False
    while shift_hold:
        print(""emit_313"")
        shift_hold = False
    print(shift_auto)


transmission_shift_hold()
"
314,example_314.py,Animation root motion extract,"# Example 314: Animation root motion extract (probe-aligned)
def animation_root_motion_extract():
    root_motion = True
    root_lock = False
    if root_motion:
        print(""emit_314"")
    elif root_lock:
        print(""skip_branch"")
    print(root_lock)


animation_root_motion_extract()
"
315,example_315.py,Facial blendshape solve,"# Example 315: Facial blendshape solve (probe-aligned)
def facial_blendshape_solve():
    face_solve = True
    face_manual = False
    for _ in range(1):
        if face_solve:
            print(""emit_315"")
        print(face_manual)


facial_blendshape_solve()
"
316,example_316.py,Procedural wing flap,"# Example 316: Procedural wing flap (probe-aligned)
from contextlib import nullcontext

def procedural_wing_flap():
    with nullcontext():
        wing_flap = True
        wing_glide = False
        if wing_flap:
            print(""emit_316"")
        print(wing_glide)


procedural_wing_flap()
"
317,example_317.py,IK finger spread limit,"# Example 317: IK finger spread limit (probe-aligned)
async def ik_finger_spread_limit():
    finger_spread = True
    finger_rest = False
    if finger_spread:
        print(""emit_317"")
    print(finger_rest)
"
318,example_318.py,Chat profanity filter,"# Example 318: Chat profanity filter (probe-aligned)
def chat_profanity_filter():
    chat_clean = True
    chat_raw = False
    if chat_clean:
        print(""emit_318"")
    else:
        print(chat_raw)
    print(chat_raw)


chat_profanity_filter()
"
319,example_319.py,Presence away idle,"# Example 319: Presence away idle (probe-aligned)
def presence_away_idle():
    away_idle = True
    away_busy = False
    if away_idle or away_busy:
        print(""emit_319"")
    print(away_busy)


presence_away_idle()
"
320,example_320.py,Matchmaking skill sigma,"# Example 320: Matchmaking skill sigma (probe-aligned)
def matchmaking_skill_sigma():
    skill_sigma = True
    skill_flat = False
    if not skill_flat:
        print(""emit_320"")
        print(skill_sigma)
    print(skill_flat)


matchmaking_skill_sigma()
"
321,example_321.py,Anti-cheat attestation,"# Example 321: Anti-cheat attestation (probe-aligned)
def anti_cheat_attestation():
    attest_ok = True
    attest_skip = False
    if attest_ok != attest_skip:
        print(""emit_321"")
    print(attest_skip)


anti_cheat_attestation()
"
322,example_322.py,Subsurface scattering profile,"# Example 322: Subsurface scattering profile (probe-aligned)
def subsurface_scattering_profile():
    sss_profile = True
    sss_off = False
    if sss_profile:
        if sss_profile:
            print(""emit_322"")
        print(sss_off)
    print(sss_off)


subsurface_scattering_profile()
"
323,example_323.py,Lightmap UV density cap,"# Example 323: Lightmap UV density cap (probe-aligned)
def lightmap_uv_density_cap():
    lm_uv_cap = True
    lm_uv_free = False
    while not lm_uv_free:
        print(""emit_323"")
        print(lm_uv_cap)
        break
    print(lm_uv_free)


lightmap_uv_density_cap()
"
324,example_324.py,Path tracer Russian roulette,"# Example 324: Path tracer Russian roulette (probe-aligned)
def path_tracer_russian_roulette():
    pt_roulette = True
    pt_fixed = False
    if pt_roulette and pt_fixed:
        print(""unreachable_emit"")
    if pt_roulette:
        print(""emit_324"")
    print(pt_fixed)


path_tracer_russian_roulette()
"
325,example_325.py,SDF font sharpness,"# Example 325: SDF font sharpness (probe-aligned)
def sdf_font_sharpness():
    sdf_sharp = True
    sdf_soft = False
    if (not sdf_soft) and sdf_sharp:
        print(""emit_325"")
    print(sdf_soft)


sdf_font_sharpness()
"
326,example_326.py,Bloom energy conservation clamp,"# Example 326: Bloom energy conservation clamp (probe-aligned)
bloom_clamp = True
bloom_free = False
if bloom_clamp:
    print(""emit_326"")
print(bloom_free)
"
327,example_327.py,TAA neighborhood clamping,"# Example 327: TAA neighborhood clamping (probe-aligned)
def taa_neighborhood_clamping():
    taa_clamp = True
    taa_raw = False
    if taa_clamp:
        print(""emit_327"")
    print(taa_raw)


taa_neighborhood_clamping()
"
328,example_328.py,SSR roughness cutoff,"# Example 328: SSR roughness cutoff (probe-aligned)
class SsrRoughnessCutoff:
    def run(self):
        ssr_cut = True
        ssr_full = False
        if ssr_cut:
            print(""emit_328"")
        print(ssr_full)


SsrRoughnessCutoff().run()
"
329,example_329.py,SSGI temporal denoise,"# Example 329: SSGI temporal denoise (probe-aligned)
class SsgiTemporalDenoise:
    @staticmethod
    def run():
        ssgi_dn = True
        ssgi_off = False
        if ssgi_dn:
            print(""emit_329"")
        print(ssgi_off)


SsgiTemporalDenoise.run()
"
330,example_330.py,Volumetric light shafts,"# Example 330: Volumetric light shafts (probe-aligned)
def volumetric_light_shafts():
    def _inner():
        shafts_on = True
        shafts_off = False
        if shafts_on:
            print(""emit_330"")
        print(shafts_off)
    _inner()


volumetric_light_shafts()
"
331,example_331.py,Lens flare ghost threshold,"# Example 331: Lens flare ghost threshold (probe-aligned)
def _lens_flare_ghost_threshold_warm(x: int) -> int:
    return (x * x) % 7


def lens_flare_ghost_threshold():
    _ = _lens_flare_ghost_threshold_warm(4)
    flare_ghost = True
    flare_clean = False
    if flare_ghost:
        print(""emit_331"")
    print(flare_clean)


lens_flare_ghost_threshold()
"
332,example_332.py,Chromatic aberration samples,"# Example 332: Chromatic aberration samples (probe-aligned)
def chromatic_aberration_samples():
    ca_samples: bool = True
    ca_off: bool = False
    if ca_samples:
        print(""emit_332"")
    print(ca_off)


chromatic_aberration_samples()
"
333,example_333.py,Film grain temporal coherence,"# Example 333: Film grain temporal coherence (probe-aligned)
def film_grain_temporal_coherence():
    grain_coherent = True
    grain_random = False
    while grain_coherent:
        print(""emit_333"")
        grain_coherent = False
    print(grain_random)


film_grain_temporal_coherence()
"
334,example_334.py,Vignette radial mask,"# Example 334: Vignette radial mask (probe-aligned)
def vignette_radial_mask():
    vignette_mask = True
    vignette_off = False
    if vignette_mask:
        print(""emit_334"")
    elif vignette_off:
        print(""skip_branch"")
    print(vignette_off)


vignette_radial_mask()
"
335,example_335.py,ACES white point adapt,"# Example 335: ACES white point adapt (probe-aligned)
def aces_white_point_adapt():
    aces_adapt = True
    aces_fixed = False
    for _ in range(1):
        if aces_adapt:
            print(""emit_335"")
        print(aces_fixed)


aces_white_point_adapt()
"
336,example_336.py,OCIO display transform lock,"# Example 336: OCIO display transform lock (probe-aligned)
from contextlib import nullcontext

def ocio_display_transform_lock():
    with nullcontext():
        ocio_lock = True
        ocio_float = False
        if ocio_lock:
            print(""emit_336"")
        print(ocio_float)


ocio_display_transform_lock()
"
337,example_337.py,Log curve shoulder knee,"# Example 337: Log curve shoulder knee (probe-aligned)
async def log_curve_shoulder_knee():
    log_knee = True
    log_linear = False
    if log_knee:
        print(""emit_337"")
    print(log_linear)
"
338,example_338.py,Wavefront active ray compaction,"# Example 338: Wavefront active ray compaction (probe-aligned)
def wavefront_active_ray_compaction():
    wf_compact = True
    wf_wide = False
    if wf_compact:
        print(""emit_338"")
    else:
        print(wf_wide)
    print(wf_wide)


wavefront_active_ray_compaction()
"
339,example_339.py,BVH wide BVH4 traversal,"# Example 339: BVH wide BVH4 traversal (probe-aligned)
def bvh_wide_bvh_traversal():
    bvh4_trav = True
    bvh2_trav = False
    if bvh4_trav or bvh2_trav:
        print(""emit_339"")
    print(bvh2_trav)


bvh_wide_bvh_traversal()
"
340,example_340.py,RTX pipeline state object bind,"# Example 340: RTX pipeline state object bind (probe-aligned)
def rtx_pipeline_state_object_bind():
    rtpso_bind = True
    rtpso_lazy = False
    if not rtpso_lazy:
        print(""emit_340"")
        print(rtpso_bind)
    print(rtpso_lazy)


rtx_pipeline_state_object_bind()
"
341,example_341.py,Mesh shader mesh output count,"# Example 341: Mesh shader mesh output count (probe-aligned)
def mesh_shader_mesh_output_count():
    mesh_out = True
    mesh_classic = False
    if mesh_out != mesh_classic:
        print(""emit_341"")
    print(mesh_classic)


mesh_shader_mesh_output_count()
"
342,example_342.py,Variable rate shading tier,"# Example 342: Variable rate shading tier (probe-aligned)
def variable_rate_shading_tier():
    vrs_tier = True
    vrs_off = False
    if vrs_tier:
        if vrs_tier:
            print(""emit_342"")
        print(vrs_off)
    print(vrs_off)


variable_rate_shading_tier()
"
343,example_343.py,Sampler feedback min mip,"# Example 343: Sampler feedback min mip (probe-aligned)
def sampler_feedback_min_mip():
    sf_minmip = True
    sf_full = False
    while not sf_full:
        print(""emit_343"")
        print(sf_minmip)
        break
    print(sf_full)


sampler_feedback_min_mip()
"
344,example_344.py,GPU crash dump marker,"# Example 344: GPU crash dump marker (probe-aligned)
def gpu_crash_dump_marker():
    gpudump_on = True
    gpudump_off = False
    if gpudump_on and gpudump_off:
        print(""unreachable_emit"")
    if gpudump_on:
        print(""emit_344"")
    print(gpudump_off)


gpu_crash_dump_marker()
"
345,example_345.py,Timestamp query disjoint,"# Example 345: Timestamp query disjoint (probe-aligned)
def timestamp_query_disjoint():
    ts_disjoint = True
    ts_simple = False
    if (not ts_simple) and ts_disjoint:
        print(""emit_345"")
    print(ts_simple)


timestamp_query_disjoint()
"
346,example_346.py,Copy queue cross adapter,"# Example 346: Copy queue cross adapter (probe-aligned)
copy_xad = True
copy_same = False
if copy_xad:
    print(""emit_346"")
print(copy_same)
"
